Status,Life_expectancy ,Adult_Mortality,Alcohol,Total_expenditure,Hepatitis_B, BMI ,Income_composition_of_resources,Schooling,Population
Developing,73.9,154,0.01,4.76,98,31.8,0.756,14.3,1255882
Developing,73.6,158,3.03,5.2,98,31.3,0.748,14.1,125244
Developing,73.3,163,2.95,5.29,99,3.7,0.74,14,1254
Developing,72.8,166,2.83,4.97,99,3.2,0.734,13.8,1247429
Developing,72.7,166,2.49,4.6,99,29.7,0.728,13.6,1244121
Developing,72.9,161,3.24,4.24,97,29.1,0.72,13.5,123963
Developing,71.8,165,3.73,4.38,97,28.6,0.713,13.4,1233996
Developing,72.1,168,3.94,4.47,97,28,0.704,13,1228254
Developing,71.9,168,4.16,4.29,98,27.5,0.696,12.8,12213
Developing,71.5,174,4.08,4.15,97,26.9,0.687,12.6,121337
Developing,71.5,179,4.14,4.24,88,26.4,0.683,12.5,124621
Developing,71.5,177,4.38,3.87,92,25.8,0.673,12.2,1196287
Developing,71,177,4.6,3.78,88,25.3,0.667,12.1,1186873
Developing,76.7,122,,,82,63.5,0.758,13.3,12589949
Developing,76.6,122,5.26,6.3,84,62.8,0.754,13.1,1242216
Developing,76.6,12,5.23,6.3,82,62.1,0.753,12.9,122535969
Developing,76.3,123,5.29,6.21,99,61.5,0.748,12.7,1282837
Developing,76.1,124,5.3,6.4,98,6.8,0.745,12.6,119917
Developing,75.6,127,5.21,6.39,93,6.1,0.739,12.5,117318941
Developing,75.7,13,5.27,6.6,95,59.4,0.738,12.5,11555228
Developing,75.6,127,5.36,6.6,97,58.7,0.735,12.3,11366189
Developing,76,123,5.35,5.92,98,57.9,0.731,12.3,111836346
Developing,75.8,125,5.11,5.83,98,57.2,0.723,12.2,1192378
Developing,75.3,126,4.93,6.4,98,56.4,0.719,12.2,18472228
Developing,75.4,124,4.9,6.11,98,55.7,0.714,12.1,16995583
Developing,75,127,4.88,6.2,98,54.9,0.708,11.9,1564453
Developing,75,127,4.77,5.52,97,54.1,0.703,11.6,1435568
Developing,75,126,4.86,5.35,97,53.2,0.7,11.6,136768
Developing,74.8,129,4.99,4.98,97,52.4,0.694,11.4,11719673
Developing,69.4,166,,,78,69.4,0.637,11.7,
Developing,69.4,164,1.58,13.71,81,68.7,0.639,11.7,
Developing,69.2,166,1.67,13.38,83,68.1,0.641,11.7,
Developing,69,168,2.98,12.77,82,67.5,0.64,11.7,
Developing,68.9,169,1.89,13.76,83,67,0.638,11.7,
Developing,68.7,171,1.76,13.83,88,66.4,0.633,11.5,
Developing,68.5,172,2.06,13.44,89,65.8,0.629,11.4,
Developing,68.4,174,1.97,12.94,89,65.2,0.628,11.2,
Developing,68.2,175,1.64,11.99,9,64.7,0.625,11,
Developing,68,176,1.73,11.92,84,64.1,0.622,10.9,
Developing,67.9,178,1.9,12.11,91,63.6,0.617,10.7,
Developing,67.7,179,2.02,1.64,8,63.2,0.616,10.5,
Developing,67.5,18,3.15,9.69,89,62.8,0.612,10.4,
Developing,66.2,21,2.78,8.2,85,62.4,0.608,10.2,
Developing,67.2,183,2.82,8.58,81,62,0.604,10.1,
Developing,67,185,2.23,7.88,87,61.5,0,0,
Developing,,,0.01,4.3,99,,,,
Developing,68.8,222,,,99,52.7,0.733,14.8,2976877
Developing,68.4,225,0.01,4.73,99,51.5,0.729,14.8,2923896
Developing,68.1,227,0.01,4.21,98,5.4,0.72,14.7,286917
Developing,67.8,231,0.01,4.22,99,49.2,0.712,14.7,2814226
Developing,67.3,235,0.01,4.45,99,48,0.701,14.6,2761516
Developing,66.3,25,5.8,4.7,96,46.9,0.693,14.3,271265
Developing,66.9,235,4.61,5.29,97,45.9,0.686,13.8,2668289
Developing,67.4,225,4.26,5.58,96,44.9,0.673,13.4,2628131
Developing,65.9,26,3.79,5.6,98,43.9,0.661,13,259167
Developing,65,271,2.91,4.68,98,43,0.649,12.7,255812
Developing,64.5,274,2.75,5.9,98,42.1,0.637,11.8,2526446
Developing,64,284,1.75,5.99,98,41.3,0.621,11.2,2496832
Developing,64,271,1.31,6.18,98,4.5,0.609,10.5,2469286
Developing,63.8,263,2.43,5.81,98,39.8,0.599,10.1,2443659
Developing,63.2,266,2.87,5.45,95,39.1,0.588,9.4,2419776
Developing,62.8,274,2.79,4.92,93,38.5,0.582,8.9,2397436
Developing,76.1,16,,,82,61.8,0.804,15.1,622159
Developing,75.9,17,0.01,6.42,87,61.3,0.803,15.1,62181
Developing,75.8,19,0.01,6.43,9,6.7,0.799,15.1,62127
Developing,75.6,11,0.01,7.25,9,6.2,0.797,15.1,6261
Developing,75.4,113,6.56,6.92,91,59.7,0.792,15.1,6279
Developing,75.3,115,6.56,6.9,9,59.1,0.787,15,619428
Developing,75,117,6.45,6.7,87,58.5,0.785,14.6,618294
Developing,74.6,121,6.17,6.13,93,57.8,0.774,14.2,616969
Developing,74.2,125,4.98,6.74,9,57.2,0.762,13.6,615875
Developing,73.8,13,5.38,8.1,9,56.5,0.751,13.2,61525
Developing,73.6,133,,8.46,,55.7,0.746,12.8,614261
Developing,73.5,134,0.01,8.45,,55,0.74,12.6,613353
Developing,73.5,134,0.01,8.91,,54.2,0,0,612267
Developing,73.4,136,0.01,8.33,,53.5,0,0,69828
Developing,73.3,136,0.01,8.23,,52.7,0,0,67389
Developing,73,144,0.01,7.32,,51.9,0,0,6495
Developing,74.3,95,,,99,58.5,0.645,12.1,3483322
Developing,74.1,96,0.43,5.91,99,57.5,0.64,12.1,3431882
Developing,73.9,97,0.45,5.94,99,56.5,0.634,12.1,33824769
Developing,73.6,99,0.55,6.15,99,55.5,0.623,11.6,33333789
Developing,73.3,14,0.54,5.99,98,54.6,0.612,11.2,32858823
Developing,72.8,11,0.56,5.86,98,53.6,0.603,10.7,3249639
Developing,72.3,116,0.62,5.67,98,52.7,0.596,10.5,31989897
Developing,71.8,123,0.51,5.41,97,51.7,0.589,10.3,31596855
Developing,71.4,128,0.56,5.48,95,5.8,0.581,10,31225881
Developing,71,133,0.58,5.23,95,49.9,0.575,10,3869346
Developing,77,137,0.47,5.6,96,49.1,0.569,9.8,35217
Developing,72,142,0.56,5.22,95,48.2,0.561,9.6,3179285
Developing,69.9,146,0.58,5.25,9,47.3,0.551,9.3,29843937
Developing,69.5,15,0.46,5.31,92,46.5,0.54,8.8,29512368
Developing,69,155,0.46,4.44,84,45.7,0.53,8.5,29181832
Developing,68.6,16,0.45,4.18,43,44.8,0.519,8,28849621
Developing,57.6,355,,,8,22.6,0.414,9.1,281691
Developing,56.7,375,0.01,6.98,79,22.2,0.409,9.1,27212382
Developing,55.3,46,1.16,5.9,78,21.8,0.405,9.1,26434372
Developing,54.8,48,1.19,5.58,76,21.3,0.4,9.2,2567666
Developing,54.3,47,0.94,6.23,76,2.9,0.397,9.5,249395
Developing,54,47,0.96,5.38,74,2.5,0.39,9.3,2422145
Developing,53.8,4,1.18,5.43,74,2.1,0.382,9.2,2352463
Developing,53.2,45,1.48,4.91,75,19.7,0.372,8.8,22846758
Developing,52.1,425,1.03,5.25,75,19.3,0.36,8.2,22188387
Developing,51.2,434,1.2,6.51,75,18.9,0.353,7.9,21547463
Developing,58,434,1.23,6.87,75,18.5,0.341,7.3,29237
Developing,54,429,1.54,5.91,76,18.1,0.332,7,231275
Developing,51,424,1.68,6.39,76,17.7,0.318,6.7,19716598
Developing,49.8,416,2.16,6.45,76,17.3,0.311,6.2,19139658
Developing,49.5,48,2.09,5.64,25,16.9,0.298,5.8,18588758
Developing,49,43,1.14,6.16,,16.5,0.291,5.4,1867687
Developing,66.6,199,,,89,23.8,0.552,9.1,5243669
Developing,66.4,21,0.01,2.28,88,22.9,0.547,9.1,51924182
Developing,66.2,22,0.7,2.16,75,22.1,0.54,9.1,51448196
Developing,65.9,25,0.55,2.22,58,21.3,0.533,9.1,5986514
Developing,65.6,27,0.33,1.87,4,2.5,0.526,9.1,555331
Developing,65.4,29,0.3,1.92,92,19.8,0.515,8.8,5155896
Developing,65.2,211,0.28,2.5,91,19.1,0.504,8.5,49869
Developing,59.2,296,0.3,1.87,85,18.3,0.493,8.2,49479752
Developing,64.5,217,0.26,1.68,85,17.6,0.484,8.1,49171586
Developing,64.2,22,0.28,1.78,75,17,0.474,8,48846474
Developing,63.9,224,0.28,1.83,62,16.4,0.465,7.9,48482614
Developing,63.5,228,0.44,1.97,39,15.7,0.455,7.8,487377
Developing,63.2,231,0.4,1.97,8,15.2,0.445,7.7,47624894
Developing,62.8,235,0.41,2.5,,14.6,0.435,7.6,471422
Developing,62.5,239,0.38,1.8,,14.1,0.427,7.6,46627994
Developing,62.1,243,0.35,1.84,,13.6,0.417,7.5,4695462
Developing,65.8,248,,,92,35.7,0.637,11.7,2425561
Developing,65.9,242,0.01,8.93,88,34.9,0.632,11.7,237992
Developing,66.1,232,0.01,8.53,89,34.1,0.625,11.6,231652
Developing,65.8,232,0.01,8.24,84,33.3,0.619,11.5,2263934
Developing,64.3,268,7.84,8.78,82,32.5,0.612,11.5,2215621
Developing,63,299,7.58,7.89,83,31.8,0.604,11.4,217317
Developing,62.4,36,7.99,8.5,,31,0.598,11.4,21374
Developing,61.7,317,6.28,7.15,,3.2,0.589,11.3,216375
Developing,60,356,5.12,6.99,,29.4,0.578,11.3,279915
Developing,57,431,4.94,7.2,,28.7,0.57,11.4,255734
Developing,55.1,477,4.89,7.32,,27.9,0.565,11.6,232196
Developing,54.7,483,4.8,6.47,,27.2,0.559,11.7,29228
Developing,55,471,5.28,6.52,,26.5,0.554,11.7,1986535
Developing,55.7,452,5.09,6.17,,25.8,0.556,11.8,1962147
Developing,56.5,426,5.09,6.18,,25.1,0.556,11.7,1933596
Developing,57.4,41,5.73,6.11,,24.5,0.559,11.5,1899257
Developing,,,0.01,4.65,87,87.3,,9.6,
Developing,69.2,165,,,91,19.1,0.555,12.2,28656282
Developing,69.6,158,0.01,5.8,92,18.5,0.551,12.4,28323241
Developing,69.3,162,0.27,5.69,92,18,0.545,12.3,2798531
Developing,68.9,167,0.26,5.89,9,17.4,0.538,12.3,27649925
Developing,68.4,172,0.27,6.73,92,16.9,0.529,12,27327147
Developing,68,178,0.24,6.43,82,16.4,0.515,11.1,2723137
Developing,67.5,183,0.22,6.41,89,15.9,0.502,10.5,2674113
Developing,67,189,0.21,6.44,82,15.4,0.492,10.1,26475859
Developing,66.6,194,0.2,5.84,82,14.9,0.486,10,26214847
Developing,66,21,0.2,5.7,69,14.4,0.476,9.6,2594618
Developing,65.4,28,0.2,5.72,41,13.9,0.469,9.4,2564287
Developing,64.7,218,0.21,5.82,27,13.4,0.463,9.3,2539449
Developing,64.3,22,0.2,5.48,2,12.9,0.457,9.2,2495623
Developing,63.1,238,0.19,5.6,,12.4,0.447,8.6,24566342
Developing,63.2,23,0.09,5.36,,11.9,0.446,9,24161777
Developing,62.5,238,0.08,5.43,,11.4,0.439,8.9,2374911
Developed,81.9,57,,,94,62.1,0.923,18.1,16939923
Developed,81.7,58,0.01,1.9,92,61.6,0.923,18.1,168658
Developed,81.4,6,8.68,11.4,51,61,0.922,18.1,1684432
Developed,81.1,62,9.05,11.1,2,6.5,0.921,18.1,16754962
Developed,81.1,63,8.96,1.53,2,59.9,0.911,17.2,1669374
Developed,88,64,9.33,1.48,,59.3,0.906,17,16615394
Developed,86,65,9.23,1.29,,58.6,0.906,16.9,1653388
Developed,83,68,9.62,9.57,,57.9,0.905,16.8,16445593
Developed,82,68,9.53,9.36,,57.3,0.899,16.6,16381696
Developed,79.8,71,9.79,9.36,,56.5,0.893,16.5,1634611
Developed,79.4,72,9.69,9.6,,55.8,0.888,16.4,16319868
Developed,79.2,77,9.56,8.52,,55,0.885,16.5,16281779
Developed,78.7,8,9.56,8.46,,54.2,0.881,16.5,1622532
Developed,78.4,81,9.68,8.34,,53.4,0.882,16.9,16148929
Developed,78.3,82,9.95,7.79,,52.6,0.878,16.7,164618
Developed,78.1,84,10.06,7.42,,51.8,0.873,16.5,15925513
Developed,81.6,66,8.7,,92,67.5,0.913,19.2,
Developed,81.5,67,9.07,11.3,93,66.9,0.91,19.2,
Developed,81.3,69,9.18,11.17,93,66.4,0.908,19.3,
Developed,81.1,7,9.2,11.53,93,65.9,0.904,19.5,
Developed,86,72,9.47,11.24,95,65.3,0.901,19.7,
Developed,89,71,9.62,11.2,9,64.8,0.899,20.3,
Developed,85,73,9.24,11.21,93,64.3,0.895,19.3,
Developed,81,75,9.49,1.7,9,63.8,0.894,19.5,
Developed,81,76,9.19,8.35,88,63.2,0.891,19.2,
Developed,79.9,76,9.34,8.65,87,62.6,0.888,19.1,
Developed,79.9,78,9.31,8.25,87,62.1,0.886,18.9,
Developed,79.2,79,9.15,7.89,88,61.5,0.884,18.4,
Developed,79.1,82,8.91,7.71,89,6.9,0.881,18.2,
Developed,78.7,83,9.13,7.89,89,6.3,0.873,17.5,
Developed,78.5,83,8.75,7.58,9,59.6,0.868,17.4,
Developed,78.6,87,8.91,7.47,9,58.9,0.864,17.2,
Developing,74.8,145,,,98,54,0.642,11.7,68235
Developing,74.5,148,3.55,9.4,98,53.2,0.636,11.6,613997
Developing,73.9,157,3.58,8.43,98,52.4,0.63,11.5,5945747
Developing,73.9,157,3.63,8.4,98,51.7,0.625,11.5,587718
Developing,74.5,147,3.39,6.39,98,5.9,0.62,11.5,58782
Developing,73.2,154,3.38,6.58,98,5.2,0.614,11.4,5737723
Developing,73.2,163,3.36,6.82,98,49.4,0.613,11.3,5666581
Developing,72.5,169,3.64,6.98,97,48.6,0.607,11.1,559456
Developing,72.5,173,3.83,6.91,93,47.9,0.601,11,552216
Developing,73,17,3.69,6.33,88,47.1,0.597,11,545211
Developing,71.2,194,3.7,6.11,86,46.4,0.592,11,5379328
Developing,71,194,3.81,6.13,79,45.7,0.587,11,53973
Developing,76,198,3.77,6.12,86,44.9,0.583,11,524879
Developing,75,197,3.5,5.71,85,44.2,0.577,10.7,5171734
Developing,73,193,3.51,5.26,87,43.5,0.57,10.4,5175
Developing,73,192,3.61,5.39,83,42.8,0.562,10.1,526796
Developing,61.8,22,,,65,19.3,0.351,5.4,19896965
Developing,61.4,223,0.01,5.82,68,18.9,0.345,5.3,19148219
Developing,69,227,0.01,5.9,67,18.5,0.341,5.3,18426372
Developing,63,232,0.01,6.11,71,18.1,0.331,5.1,17731634
Developing,59.4,241,0.15,6.66,75,17.7,0.323,4.8,1764636
Developing,58.2,252,0.12,6.36,7,17.3,0.312,4.5,16425578
Developing,57.1,263,0.11,6.98,71,16.9,0.307,4.2,15813913
Developing,56,272,0.12,6.76,,16.5,0.298,4,15228525
Developing,55.2,276,0.1,6.94,,16.1,0.293,3.8,14668338
Developing,54.5,277,0.11,7.39,,15.7,0.286,3.7,1413264
Developing,53.7,278,0.11,7.15,,15.4,0.278,3.5,13618449
Developing,52.9,279,0.11,6.61,,15,0.27,3.1,1312712
Developing,52.1,28,0.1,6.23,,14.6,0.266,3,1265687
Developing,51.4,282,0.1,6.55,,14.3,0.261,2.9,12262
Developing,56,283,0.11,7.1,,13.9,0.255,2.9,11771976
Developing,50,284,0.1,6.1,,13.6,0.253,2.8,11352973
Developing,54.5,344,,,49,25.4,0.525,10,181181744
Developing,53.6,362,0.01,3.67,49,24.7,0.521,10,1764652
Developing,53.2,367,8.3,3.7,46,24.1,0.514,9.8,17182933
Developing,52.7,374,8.54,3.3,42,23.5,0.507,9.7,167297284
Developing,52.3,375,8.75,3.69,46,22.8,0.5,9.6,16287776
Developing,52,374,8.9,3.47,49,22.2,0.492,9.5,158578261
Developing,51.6,376,9.05,4.24,63,21.6,0.487,9.3,15442181
Developing,59,386,9.3,4,41,21,0.481,9.2,1534739
Developing,55,388,9.55,4.47,42,2.4,0.477,9.1,14641724
Developing,49.8,396,9.66,3.66,27,19.9,0.466,9,14261494
Developing,49.2,4,9.71,4.11,18,19.3,0.463,8.9,138939478
Developing,48.5,47,9.76,4.33,,18.8,0.445,8.5,135393616
Developing,48.1,41,9.75,4.5,,18.3,0,8.1,131972533
Developing,47.7,49,9.61,2.43,,17.8,0,7.7,12866671
Developing,47.4,48,9.58,3.25,,17.3,0,8,125463434
Developing,47.1,45,9.23,2.84,,16.9,0,7.6,1223529
Developing,,,0.01,7.2,99,77.3,,,
Developed,81.8,59,5.97,,,61.2,0.948,17.7,518867
Developed,81.6,61,6.06,9.72,,6.8,0.945,17.7,5137232
Developed,81.5,62,6.21,9.39,,6.3,0.942,17.5,579623
Developed,81.3,61,6.21,9.16,,59.8,0.941,17.6,518573
Developed,81.1,67,6.53,9.14,,59.4,0.939,17.6,495388
Developed,81,66,6.59,9.26,,58.9,0.936,17.4,4889252
Developed,89,67,6.68,9.49,,58.5,0.936,17.4,4828726
Developed,86,67,6.75,8.4,,58,0.936,17.6,4768212
Developed,85,67,6.6,8.58,,57.5,0.934,17.6,479153
Developed,84,7,6.47,8.43,,57,0.931,17.5,466677
Developed,81,73,6.37,8.89,,56.5,0.929,17.6,4623291
Developed,79.8,77,6.22,9.44,,55.9,0.924,17.5,459191
Developed,79.4,78,6.04,9.85,,55.3,0.918,17.1,4564855
Developed,78.9,81,5.89,9.62,,54.6,0.916,17.1,4538159
Developed,78.8,82,5.49,8.65,,54,0.917,17.5,4513751
Developed,78.5,85,5.67,8.27,,53.3,0.911,17.1,449967
Developing,76.6,99,,,99,54.6,0.795,13.7,
Developing,76.4,11,0.4,3.55,99,53.5,0.796,13.7,
Developing,76.2,12,0.46,2.76,98,52.8,0.796,13.7,
Developing,76,14,0.51,2.52,98,52.3,0.797,13.7,
Developing,75.8,15,0.54,2.49,99,52,0.797,13.6,
Developing,75.6,16,0.56,2.74,99,51.8,0.797,13.5,
Developing,75.4,18,0.56,2.83,98,51.5,0.782,12.4,
Developing,75.2,19,0.57,2.1,99,51.1,0.765,11.9,
Developing,74.9,113,0.57,2.43,99,5.6,0.753,11.5,
Developing,74.7,115,0.58,2.31,99,5.1,0.748,11.6,
Developing,74.3,118,0.63,2.59,99,49.5,0.742,11.5,
Developing,74,122,0.61,2.98,99,48.9,0.734,11.5,
Developing,73.6,127,0.56,3.17,99,48.1,0.725,11.2,
Developing,73.3,13,0.54,3.18,99,47.3,0.716,11,
Developing,72.9,134,0.55,3.8,99,46.5,0.705,10.7,
Developing,72.6,138,0.38,3.7,99,45.9,0,10.4,
Developing,66.4,161,,,72,25.4,0.548,8.1,18938513
Developing,66.2,162,0.01,2.61,72,24.7,0.542,7.8,185546257
Developing,66,163,0.04,2.7,72,23.9,0.538,7.7,181712595
Developing,65.7,165,0.04,2.76,72,23.2,0.529,7.6,177911533
Developing,65.5,167,0.04,3.1,74,22.5,0.525,7.5,174184265
Developing,65.1,172,0.04,3.2,82,21.9,0.521,7.5,1756182
Developing,64.8,175,0.03,2.94,78,21.3,0.514,7.3,1674958
Developing,64.6,177,0.03,3.26,65,2.6,0.513,7.3,16364463
Developing,64.4,178,0.03,3.35,75,2.1,0.505,6.7,16332974
Developing,64.2,179,0.03,3.4,78,19.5,0.501,6.5,15793993
Developing,62.9,2,0.04,2.91,7,18.9,0.487,6.1,15399667
Developing,63.7,183,0.01,2.56,65,18.4,0.474,5.6,15783
Developing,63.5,185,0.01,2.61,63,17.9,0.465,5.6,1477341
Developing,63.2,187,0.01,2.76,,17.4,0.457,5.5,144654143
Developing,63,189,0.01,2.61,,16.9,0.45,5.4,14161437
Developing,62.8,19,0.02,2.79,,16.4,0.445,5.3,138523285
Developing,,,,9.27,99,83.3,0.779,14.2,292
Developing,77.8,118,,,73,57.8,0.785,13,3969249
Developing,77.6,119,6.74,8.3,8,57.1,0.78,13,393986
Developing,77.5,118,6.89,8.9,8,56.3,0.773,12.9,3838462
Developing,77.2,12,6.95,7.25,85,55.6,0.765,12.8,3772938
Developing,77.3,121,6.9,7.5,87,54.9,0.758,12.9,377782
Developing,76.5,122,6.94,8.5,94,54.2,0.756,12.8,3643222
Developing,76.8,127,6.87,7.56,85,53.4,0.755,12.8,3579385
Developing,76.5,127,6.74,6.75,86,52.7,0.75,12.8,3516268
Developing,76.4,124,6.16,6.31,85,51.9,0.743,12.9,345387
Developing,76.2,125,5.72,7,88,51.1,0.744,12.9,339195
Developing,75.8,122,5.53,7.48,92,5.3,0.74,12.9,333465
Developing,75.8,123,5.69,8.9,95,49.5,0.733,12.8,3269541
Developing,75.5,126,5.52,7.6,98,48.6,0.728,12.8,329174
Developing,75.7,125,5.52,8.3,98,47.8,0.725,12.6,3149265
Developing,75.5,124,5.43,7.72,98,46.9,0.721,12.4,389684
Developing,75.7,121,5.58,7.76,,45.9,0.716,12.1,33347
Developing,62.9,275,,,67,48.6,0.515,10,7919825
Developing,62.7,278,0.01,4.26,67,47.9,0.511,10,7755785
Developing,62.4,281,0.01,4.78,73,47.2,0.506,10,7592865
Developing,62.2,284,0.01,4.55,68,46.4,0.501,9.9,743836
Developing,62,285,0.88,4.94,66,45.7,0.494,9.9,7269348
Developing,61.8,286,0.79,4.18,56,44.9,0.485,9.6,718239
Developing,61.6,288,0.82,4.36,66,44.2,0.477,9.2,6947447
Developing,61.4,29,0.81,4.6,59,43.4,0.469,8.9,6787187
Developing,61.1,295,0.71,4.4,61,42.7,0.461,8.6,6627922
Developing,68,299,0.64,5.92,71,41.9,0.454,8.2,647272
Developing,64,37,0.84,6.42,63,41.1,0.446,7.9,631479
Developing,59.9,314,0.58,8.39,6,4.4,0.439,7.6,6161517
Developing,59.6,321,0.59,6.79,67,39.6,0.433,7.2,61724
Developing,59.3,327,0.61,7.69,6,38.9,0.428,6.9,5862316
Developing,59.1,331,0.68,6.68,59,38.2,0.422,6.6,5716152
Developing,58.9,335,0.73,3.98,57,37.5,0.418,6.2,5572222
Developing,74,146,,,93,5.2,0.692,12.3,6639119
Developing,73.9,147,0.01,9.81,87,49.4,0.688,12.3,6552584
Developing,73.8,148,5.03,1.49,86,48.6,0.679,12.3,646574
Developing,73.6,148,5.36,1.33,87,47.9,0.679,12.3,6379219
Developing,73.4,15,5.79,9.42,89,47.1,0.675,12.3,6293783
Developing,73.2,152,5.65,9.1,89,46.4,0.664,12.4,629877
Developing,73,155,5.39,9.14,85,45.6,0.663,12.1,6127837
Developing,72.7,157,6.14,7.6,87,44.9,0.654,11.9,647117
Developing,72.5,159,5.61,6.41,86,44.2,0.649,12,5966159
Developing,72.3,161,5.61,6.43,92,43.5,0.648,12.1,5882796
Developing,72.1,163,6.38,6.7,92,42.8,0.646,12.3,5795494
Developing,71.9,165,6.2,5.78,9,42,0.639,12.1,57374
Developing,71.7,166,6.64,5.99,86,41.3,0.642,12.7,56795
Developing,71.5,168,5.66,6.77,,4.6,0.632,12.2,558611
Developing,71.2,17,6.66,7.61,,39.8,0.624,11.8,546624
Developing,79,172,6.78,8.1,,39.1,0.625,11.6,5327
Developing,75.5,123,,,9,55.6,0.737,13.4,31376671
Developing,75.3,125,0.01,5.47,88,54.9,0.735,13.4,3973354
Developing,75.3,125,5.38,5.23,88,54.2,0.731,13.4,3565716
Developing,74.9,129,5.14,5.18,95,53.6,0.725,13.4,3158966
Developing,74.5,133,4.83,4.93,91,52.9,0.721,13.4,29759989
Developing,73.7,14,4.72,5.3,93,52.2,0.708,13.3,29373646
Developing,73.8,14,4.69,5.36,93,51.5,0.706,13.3,29157
Developing,73.9,138,4.85,4.73,93,5.8,0.7,13.2,2864198
Developing,74,133,4.29,4.6,93,5.2,0.696,13.2,28292724
Developing,74.2,134,4.22,4.47,94,49.5,0.693,13,27949944
Developing,72.8,148,4.44,4.72,94,48.8,0.692,13,276141
Developing,72.2,151,4.27,4.56,92,48.1,0.685,12.8,27273194
Developing,72.1,152,4.5,4.6,65,47.4,0.686,13.3,26937738
Developing,72.6,144,4.03,4.94,,46.7,0.686,13.9,2661467
Developing,72.4,142,4.22,4.98,,46.1,0.677,13.4,26261363
Developing,71.4,154,4.59,4.83,,45.4,0.674,13.5,25914879
Developing,68.5,211,,,6,25.4,0.679,11.7,11716359
Developing,68.4,214,4.52,4.71,67,24.8,0.676,11.7,112249
Developing,68.1,219,4.61,4.56,89,24.3,0.671,11.7,9848132
Developing,68.1,217,5.02,4.46,88,23.7,0.666,11.6,96866642
Developing,68,218,4.96,4.29,87,23.1,0.669,11.5,9527794
Developing,67.9,218,4.85,4.37,77,22.6,0.662,11.4,93726624
Developing,68,219,4.42,4.41,85,22.1,0.661,11.7,9222879
Developing,67.5,217,4.21,4.5,88,21.6,0.655,11.5,9751864
Developing,67.5,216,4.19,3.94,87,21.1,0.648,11.4,8929349
Developing,67.3,219,4.08,3.95,77,2.6,0.646,11.5,8789419
Developing,67,223,4.22,3.91,49,2.1,0.642,11.6,86274237
Developing,67.3,218,4.45,3.23,48,19.6,0.636,11.6,84678493
Developing,67.2,217,4.44,3.25,52,19.2,0.631,11.6,8331954
Developing,66.8,221,4.42,2.79,42,18.7,0.625,11.4,813526
Developing,66.8,221,4.54,3,45,18.3,0.622,11.4,79665315
Developing,66.8,219,4.73,3.21,7,17.8,0.618,11.4,77991569
Developed,77.5,117,,,96,61.7,0.852,16.4,37986412
Developed,77.3,12,10.71,6.35,96,61.1,0.85,16.4,3811735
Developed,77.1,12,11.63,6.4,96,6.4,0.838,15.4,384196
Developed,76.8,125,10.81,6.62,97,59.7,0.834,15.3,3863164
Developed,76.7,128,10.93,6.7,98,59.1,0.829,15.4,3863255
Developed,76.3,13,10.59,6.88,98,58.4,0.822,15.1,3842794
Developed,75.7,136,10.7,7.12,98,57.8,0.818,15.1,3815163
Developed,75.5,14,11.4,6.88,98,57.2,0.813,15,38125759
Developed,75.3,144,10.9,6.28,98,56.6,0.808,15,381256
Developed,75.2,144,10.4,6.17,98,56,0.803,15,38141267
Developed,75,144,9.5,6.2,98,55.5,0.797,14.8,38165445
Developed,74.9,143,9.19,6.19,98,55,0.8,15.5,38182222
Developed,74.7,142,9.06,6.22,97,54.5,0.796,15.3,382457
Developed,74.5,145,8.02,6.32,98,54,0.79,15,3823364
Developed,74.2,149,7.74,5.86,95,53.6,0.784,14.7,3824876
Developed,73.7,153,8.4,5.5,99,53.1,0.777,14.6,38258629
Developed,81.1,76,,,98,61.6,0.841,16.6,135876
Developed,89,78,9.88,9.5,98,6.9,0.837,16.8,14162
Developed,86,79,10,9.55,98,6.2,0.827,16.3,1457295
Developed,83,81,11.96,9.74,98,59.5,0.824,16.3,1514844
Developed,82,85,11.92,1.7,97,58.8,0.818,16.2,155756
Developed,79.6,88,12.25,1.44,97,58.1,0.812,16,15731
Developed,79.3,9,12.03,1.42,96,57.3,0.809,16,1568247
Developed,79,92,12.35,9.9,97,56.5,0.804,15.8,1558177
Developed,78.7,94,12.57,9.62,97,55.7,0.797,15.4,1542964
Developed,78.5,96,13.11,9.67,97,54.9,0.793,15.4,1522288
Developed,77.7,11,13.33,9.98,94,54.1,0.79,15.4,15333
Developed,78,99,13.45,9.84,94,53.3,0.792,15.9,1483861
Developed,77.3,15,14.21,9.54,94,52.5,0.789,15.8,1458821
Developed,77.2,17,12,9.15,82,51.7,0.788,15.9,1419631
Developed,76.9,11,12.22,9.1,7,5.9,0.782,15.7,1362722
Developed,76.6,11,11.89,9.14,58,5.1,0.777,15.5,1289898
Developing,78.2,68,,,99,69.3,0.855,13.4,
Developing,78.1,69,1.15,2.19,89,68.4,0.854,13.4,
Developing,77.9,7,1.2,2.15,97,67.7,0.843,13.4,
Developing,77.8,72,1.13,2.16,93,67,0.837,13.4,
Developing,77.5,74,1.16,1.93,93,66.5,0.827,12.4,
Developing,77.3,76,1.16,2.9,97,66,0.825,12,
Developing,77,79,1.11,2.63,99,65.6,0.828,11.8,
Developing,76.8,82,1.37,1.87,97,65.2,0.825,11.7,
Developing,76.7,83,1.24,2.31,94,65.1,0.83,12.6,
Developing,76.6,83,1.28,2.58,96,65,0.835,13.7,
